account length,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn_True,international plan_yes,voice mail plan_yes
40,0,169,115,141,123,253,115,10,3,4,1,0,0
108,0,239,102,223,127,251,104,10,6,0,0,0,0
100,0,113,96,197,89,284,93,11,2,4,1,0,0
16,0,161,100,230,138,148,78,10,11,3,0,0,0
115,16,133,110,185,111,161,113,5,4,2,0,0,1
108,25,170,88,109,113,165,99,8,1,3,0,0,1
107,0,189,76,156,65,244,91,8,3,5,0,0,0
161,0,322,100,230,135,241,104,7,5,2,1,0,0
147,0,124,74,320,78,157,126,10,4,2,0,0,0
107,0,146,94,114,111,114,97,11,5,3,0,0,0
120,0,192,123,206,105,283,93,10,3,1,0,0,0
107,36,96,83,179,91,166,121,10,2,1,0,0,1
58,0,131,96,167,107,205,106,14,5,3,0,0,0
91,0,147,121,175,87,136,80,13,3,2,0,0,0
13,0,143,139,239,88,221,123,7,5,2,0,0,0
104,0,280,127,179,79,150,77,15,6,5,0,0,0
93,31,237,85,213,100,192,87,10,4,1,0,0,1
95,0,184,95,181,101,143,113,12,4,2,0,0,0
104,0,109,141,187,140,216,100,10,4,3,0,0,0
35,0,138,115,158,82,215,118,10,2,5,1,0,0
62,0,186,94,207,92,195,98,8,4,3,0,0,0
143,0,155,112,290,92,228,91,13,5,1,0,0,0
62,0,245,91,122,130,228,102,8,4,4,0,0,0
60,0,205,97,277,117,202,139,11,2,0,1,1,0
41,0,207,138,214,83,193,105,11,4,1,0,0,0
34,14,151,100,248,126,199,120,10,5,2,0,0,1
56,0,221,112,278,122,288,85,7,5,0,1,0,0
183,0,190,100,246,78,304,107,9,4,1,0,0,0
94,0,220,111,156,67,187,89,10,4,2,0,0,0
73,47,173,117,204,114,174,94,6,3,2,0,0,1
123,0,114,94,150,104,268,119,9,4,2,0,0,0
64,0,113,97,192,97,214,89,10,1,3,0,0,0
127,0,143,60,179,159,171,122,6,4,4,1,1,0
33,0,184,111,203,110,237,100,9,5,3,0,0,0
27,0,227,67,248,115,61,109,7,6,1,0,0,0
123,0,224,99,210,80,231,75,2,5,0,0,0,0
148,0,216,95,185,105,300,143,10,5,2,0,0,0
81,0,129,121,230,105,140,123,13,3,0,0,0,0
122,30,230,108,287,76,177,85,6,3,2,0,0,1
52,0,204,97,273,128,179,118,11,5,1,0,0,0
91,44,216,101,173,98,242,95,9,3,1,0,0,1
54,0,247,85,225,93,244,132,10,2,2,1,0,0
152,0,228,93,136,106,197,107,9,2,1,0,0,0
201,0,225,110,299,86,251,81,11,4,1,1,0,0
78,0,103,115,117,102,201,94,12,3,4,1,0,0
67,0,115,70,252,143,208,91,7,6,0,0,0,0
100,0,218,125,148,102,277,97,9,6,1,0,0,0
41,0,223,67,244,74,223,156,12,5,3,0,0,0
133,0,143,71,184,131,275,132,12,4,3,0,0,0
36,43,29,123,129,117,325,105,8,6,2,0,0,1
51,28,276,121,203,99,246,88,8,3,0,0,0,1
122,0,141,128,146,70,123,75,8,4,0,0,0,0
84,41,153,102,140,117,217,101,12,5,1,0,0,1
91,0,190,128,205,103,130,63,13,5,0,0,0,0
110,0,192,102,178,118,214,74,9,4,1,0,0,0
91,0,151,115,103,116,156,86,12,4,1,0,1,0
121,0,215,74,192,98,144,103,10,4,5,0,0,0
109,0,180,100,229,103,139,105,7,8,3,0,0,0
95,0,157,116,197,77,128,111,8,4,2,0,0,0
72,0,196,88,158,129,269,118,6,3,0,0,0,0
73,0,240,130,162,83,231,136,11,3,0,0,0,0
108,0,193,126,154,85,174,98,9,6,3,0,0,0
148,0,218,111,155,133,277,62,8,5,1,0,1,0
76,0,246,110,206,63,208,123,13,5,0,1,1,0
87,0,240,83,134,106,189,84,9,2,0,1,0,0
35,37,181,76,177,98,228,136,5,3,2,0,0,1
88,0,113,67,165,127,141,142,10,3,1,0,0,0
67,41,174,86,160,93,155,108,13,1,0,0,0,1
77,29,211,89,223,97,148,106,9,9,2,0,0,1
124,0,169,108,178,91,242,82,12,3,1,0,0,0
30,0,247,107,175,76,287,90,11,2,0,0,0,0
53,32,131,63,227,125,178,105,12,2,2,0,0,1
152,0,161,84,163,88,153,121,11,5,1,0,0,0
100,0,107,98,86,122,156,117,9,4,1,0,1,0
59,32,211,120,202,136,213,95,8,5,1,0,0,1
143,0,160,120,285,104,182,85,6,4,3,0,0,0
142,40,230,101,256,88,263,92,6,3,1,0,0,1
105,0,232,96,253,117,154,101,10,9,1,0,0,0
111,0,294,90,294,72,260,121,10,3,1,1,0,0
93,22,306,123,189,83,240,107,11,2,0,0,0,1
79,0,236,135,186,87,126,112,10,5,2,0,0,0
68,24,125,92,275,98,214,108,14,6,3,1,1,1
93,0,168,114,276,127,196,48,11,3,1,0,1,0
144,38,105,86,121,123,221,122,3,4,0,0,0,1
93,0,152,141,215,107,262,111,12,7,1,0,0,0
149,0,180,79,194,83,197,109,8,9,3,0,1,0
23,31,156,84,161,96,294,107,9,6,1,0,0,1
164,30,238,100,230,121,206,66,13,8,1,0,0,1
104,18,182,66,213,65,193,108,13,9,2,0,0,1
184,12,200,76,253,105,149,93,10,5,0,0,0,1
88,0,153,94,251,118,182,99,8,6,1,0,0,0
61,29,128,119,171,83,250,114,11,6,3,0,1,1
110,0,159,145,202,101,256,96,16,2,2,0,0,0
115,0,226,101,276,60,213,82,12,4,3,1,0,0
33,0,251,81,194,96,211,87,8,3,2,0,0,0
100,0,264,117,194,111,262,111,7,4,2,1,0,0
209,0,153,105,188,87,200,95,10,2,0,0,0,0
27,0,232,81,210,101,165,87,15,6,5,0,0,0
117,0,201,86,212,96,176,98,7,10,1,0,0,0
129,27,196,89,180,95,245,83,6,5,1,0,0,1
142,0,232,102,168,110,197,120,9,3,1,0,0,0
112,0,166,79,74,100,247,74,6,7,0,0,0,0
75,28,200,96,164,111,169,153,2,5,1,0,0,1
97,25,141,101,212,85,175,138,4,2,3,0,0,1
121,34,245,95,216,66,112,125,7,8,0,0,0,1
142,0,140,140,228,119,152,88,10,7,1,0,1,0
121,0,255,93,266,97,197,118,8,3,3,1,0,0
87,33,125,99,235,81,215,95,10,7,2,0,0,1
34,0,180,65,280,99,292,105,5,3,1,0,0,0
177,0,248,118,172,73,191,87,11,2,1,1,1,0
58,30,178,111,236,109,264,118,8,2,0,0,0,1
113,0,122,112,131,94,169,106,10,9,5,1,1,0
101,0,231,87,224,88,214,69,7,7,1,0,0,0
89,0,111,101,122,94,180,85,12,2,3,0,0,0
77,44,103,117,236,86,203,101,11,2,0,1,1,1
93,0,146,85,216,95,233,82,11,3,0,0,0,0
160,0,206,66,241,109,227,102,11,6,0,0,0,0
55,0,132,103,279,114,180,74,13,4,0,0,0,0
88,0,274,105,161,121,194,123,9,4,2,0,0,0
63,0,185,87,225,87,194,93,11,3,0,0,0,0
127,24,154,69,177,105,207,102,9,4,1,0,0,1
57,30,179,105,283,83,228,77,14,5,1,0,0,1
138,0,286,61,187,60,146,114,11,4,2,1,1,0
115,0,268,115,153,106,232,65,17,1,3,0,0,0
171,0,137,110,198,109,292,131,13,5,2,0,0,0
148,0,243,115,191,91,117,93,13,5,2,0,0,0
127,0,134,79,221,114,113,118,15,2,1,0,0,0
61,0,234,76,216,108,130,122,13,2,1,0,0,0
131,0,175,73,171,116,131,94,7,6,1,0,0,0
88,0,142,107,262,84,139,99,10,5,1,0,0,0
130,0,132,81,200,110,202,103,6,1,2,0,0,0
89,24,97,98,207,67,214,126,5,2,0,0,0,1
82,0,266,83,229,74,251,99,11,6,3,1,0,0
138,33,155,139,268,79,186,71,9,4,3,0,0,1
115,0,200,92,244,107,190,96,8,3,1,0,0,0
84,0,289,100,233,97,223,148,12,2,2,1,0,0
117,0,198,121,249,104,162,115,10,5,1,0,1,0
60,0,180,67,208,68,181,101,12,6,2,0,0,0
62,0,86,84,238,99,238,79,12,1,2,0,0,0
133,0,295,141,223,101,229,109,12,4,2,1,0,0
131,0,240,108,167,91,322,109,14,8,3,0,0,0
65,0,207,109,217,117,125,111,8,5,1,0,0,0
142,22,224,114,146,106,241,98,8,2,1,0,0,1
134,0,164,115,126,96,238,125,10,9,2,0,0,0
87,0,238,97,164,97,282,132,10,6,2,0,0,0
139,43,231,85,222,82,148,105,8,5,2,0,0,1
76,0,107,140,238,133,271,116,10,3,4,1,0,0
100,0,185,122,182,92,274,92,5,8,1,0,0,0
99,31,244,71,203,58,234,115,7,4,3,0,0,1
99,0,238,96,246,130,198,117,12,4,3,0,0,0
48,27,141,109,224,94,174,122,13,2,1,0,0,1
57,0,158,117,115,149,182,92,11,7,0,0,0,0
106,30,220,105,222,109,158,96,13,8,0,0,0,1
170,42,199,119,135,90,184,49,10,3,4,1,0,1
78,0,109,105,286,90,247,113,4,9,1,0,0,0
39,0,187,110,114,116,104,83,13,5,1,0,0,0
114,0,203,85,87,110,166,122,11,4,1,0,0,0
95,0,160,133,215,98,188,87,9,4,0,0,0,0
116,0,51,106,208,137,198,92,12,3,1,0,0,0
110,0,227,88,170,96,128,57,11,5,1,0,0,0
74,0,203,77,205,111,154,109,9,2,1,0,0,0
148,33,241,84,165,84,160,80,11,3,1,0,0,1
83,0,78,70,239,115,144,112,12,4,1,0,0,0
73,0,187,95,149,143,201,113,11,4,2,0,0,0
111,21,127,94,228,116,166,108,7,3,1,0,0,1
84,0,280,113,202,90,156,103,10,4,0,1,0,0
75,0,153,78,210,99,153,100,7,3,1,0,1,0
114,26,137,88,155,125,247,94,11,7,2,0,0,1
71,0,186,114,198,140,206,80,13,5,4,1,1,0
58,22,224,127,238,85,174,86,11,7,2,0,0,1
106,29,83,131,203,131,229,73,8,3,1,0,0,1
172,0,203,109,234,123,160,65,17,4,4,0,0,0
45,0,211,87,165,97,265,72,13,6,1,0,0,0
100,0,219,112,225,102,255,95,12,4,4,0,1,0
128,0,147,94,283,83,188,124,6,5,2,0,0,0
181,0,229,130,144,93,262,110,14,4,2,0,0,0
127,0,102,128,143,95,191,97,10,5,1,0,0,0
89,0,178,81,233,74,131,120,9,4,1,0,0,0
149,18,148,106,114,106,178,98,6,4,0,0,0,1
103,29,164,111,219,96,220,108,12,9,0,0,0,1
163,0,197,90,188,113,211,94,7,8,1,0,1,0
52,0,124,131,300,118,192,106,11,4,2,0,0,0
89,0,115,99,209,115,280,112,15,6,3,0,0,0
122,0,140,101,196,77,120,133,9,4,4,1,1,0
60,0,193,118,85,110,210,134,13,8,3,0,0,0
62,0,321,105,265,122,180,72,11,2,4,1,0,0
117,0,118,126,249,97,227,56,13,3,5,1,0,0
159,0,169,114,197,105,193,82,11,4,1,0,0,0
78,0,193,99,116,88,243,109,9,4,2,0,0,0
96,0,106,128,284,87,178,92,14,7,1,0,0,0
79,0,134,98,189,68,221,128,11,5,2,0,0,0
192,36,156,77,215,126,279,83,9,6,2,0,0,1
68,0,231,57,153,55,191,123,9,4,3,0,0,0
28,0,180,109,288,58,191,91,14,6,2,0,0,0
184,0,213,105,159,84,139,137,5,10,2,0,1,0
74,25,234,113,265,82,241,77,13,4,0,0,0,1
